Hospital_ID,Hospital_Name,Ownership,Facility_Type,State,District,Taluk,Latitude,Longitude,Total_Beds,ICU_Beds,Oxygen_Beds,Ventilators,Emergency_Services,Ambulances,Primary_Specialization,Specializations_List,Contact_Number,Website
HSP0092,Malavalli Gastroenterology Center 247,Government,Taluk Hospital,Karnataka,Mandya,Malavalli,15.351372,75.548493,81,18,3,1,No,3,Gastroenterology,Ophthalmology;ENT;Gastroenterology;Psychiatry;Cardiology;Nephrology;Dermatology;General Medicine;Oncology;Neurology;Radiology,+91-7304068419,www.malavallihealth43.com
HSP0093,Honnali Neurology Center 59,Private,Taluk Hospital,Karnataka,Davangere,Honnali,13.146978,75.32698,173,17,23,4,No,4,Neurology,General Medicine;Endocrinology;Radiology;Neurology;Orthopedics,+91-8099420260,www.honnalihealth61.com
HSP0094,Gudibande ENT Center 18,Trust,Private Nursing Home,Karnataka,Chikkaballapur,Gudibande,14.501476,75.739389,129,7,11,6,No,4,ENT,Neurology;Ophthalmology;Oncology;Psychiatry;Pulmonology;General Surgery;Gastroenterology;Pediatrics;ENT;Nephrology;Orthopedics;Cardiology,+91-7371443696,www.gudibandehealth82.com
HSP0095,Honnali Endocrinology Center 79,Government,Taluk Hospital,Karnataka,Davangere,Honnali,12.378864,77.52799,215,17,40,5,Yes,4,Endocrinology,Endocrinology;Pulmonology;Cardiology;Orthopedics;Dermatology;ENT,+91-9890118388,www.honnalihealth15.com
HSP0096,Arsikere ENT Center 221,Private,Multi-specialty Hospital,Karnataka,Hassan,Arsikere,12.151046,76.279799,262,7,37,5,No,3,ENT,General Medicine;Pulmonology;Psychiatry;General Surgery;ENT;OBG;Cardiology;Ophthalmology;Pediatrics;Urology;Nephrology;Gastroenterology,+91-7708747039,www.arsikerehealth27.com
HSP0097,Belur Oncology Center 107,Trust,Private Nursing Home,Karnataka,Hassan,Belur,15.170958,75.148555,292,13,15,0,No,0,Oncology,Oncology;Pulmonology;Gastroenterology;Urology;OBG,+91-8371661213,www.belurhealth24.com
HSP0098,Arsikere ENT Center 93,Trust,Multi-specialty Hospital,Karnataka,Hassan,Arsikere,12.649473,75.847631,237,8,23,3,Yes,4,ENT,Pulmonology;Ophthalmology;ENT;Psychiatry;Oncology,+91-8922643660,www.arsikerehealth66.com
HSP0099,Pandavapura General Surgery Center 241,Government,Taluk Hospital,Karnataka,Mandya,Pandavapura,12.009225,76.319185,245,16,8,10,No,2,General Surgery,Psychiatry;General Surgery;Radiology;Gastroenterology;Neurology;Oncology;Dermatology;Cardiology;Orthopedics,+91-7056448390,www.pandavapurahealth42.com
HSP0100,Malur Orthopedics Center 14,Trust,Taluk Hospital,Karnataka,Kolar,Malur,14.857163,78.00675,148,15,39,4,No,3,Orthopedics,ENT;Pediatrics;Orthopedics;Pulmonology;OBG,+91-8290273553,www.malurhealth69.com
HSP0101,Nyamathi OBG Center 151,Private,Multi-specialty Hospital,Karnataka,Davangere,Nyamathi,14.63003,77.937705,131,5,12,0,No,5,OBG,General Surgery;Orthopedics;Pulmonology;Oncology;General Medicine;Endocrinology;OBG;Dermatology;Neurology;Urology;Ophthalmology,+91-9047438671,www.nyamathihealth66.com
HSP0102,Nyamathi Pediatrics Center 272,Government,Taluk Hospital,Karnataka,Davangere,Nyamathi,15.386109,77.675831,37,13,25,2,No,1,Pediatrics,Pediatrics;Orthopedics;Nephrology;Oncology;Gastroenterology;OBG;Ophthalmology,+91-8928062294,www.nyamathihealth7.com
HSP0103,Jagalur Nephrology Center 103,Trust,PHC,Karnataka,Davangere,Jagalur,15.628677,75.719521,126,3,13,9,No,3,Nephrology,Ophthalmology;Neurology;Radiology;Dermatology;Nephrology;Endocrinology;Gastroenterology,+91-8915325891,www.jagalurhealth57.com
HSP0104,Bagepalli Ophthalmology Center 63,Trust,Private Nursing Home,Karnataka,Chikkaballapur,Bagepalli,14.791475,77.350167,64,20,22,3,Yes,3,Ophthalmology,Gastroenterology;Pediatrics;Dermatology;Ophthalmology;Psychiatry,+91-9003969830,www.bagepallihealth62.com
HSP0105,Gowribidanur Endocrinology Center 268,Trust,CHC,Karnataka,Chikkaballapur,Gowribidanur,13.706878,78.030352,223,20,20,6,Yes,4,Endocrinology,General Surgery;Endocrinology;Pediatrics;Pulmonology;Radiology;Gastroenterology,+91-7470167490,www.gowribidanurhealth57.com
HSP0106,Gowribidanur Ophthalmology Center 45,Trust,Taluk Hospital,Karnataka,Chikkaballapur,Gowribidanur,14.717782,78.232071,276,13,21,5,No,0,Ophthalmology,Cardiology;Endocrinology;Pulmonology;Ophthalmology;Neurology;Dermatology;Oncology;Nephrology;ENT;Radiology;OBG,+91-9407695385,www.gowribidanurhealth90.com
HSP0107,Bangarpet General Medicine Center 185,Government,Multi-specialty Hospital,Karnataka,Kolar,Bangarpet,13.868831,76.549127,198,8,0,1,Yes,5,General Medicine,Nephrology;Oncology;General Medicine;Cardiology;Radiology;Psychiatry,+91-9659858125,www.bangarpethealth24.com
HSP0108,Gudibande ENT Center 194,Private,Taluk Hospital,Karnataka,Chikkaballapur,Gudibande,12.59586,77.309178,185,0,10,7,Yes,5,ENT,Urology;Endocrinology;General Surgery;Ophthalmology;Pediatrics;Orthopedics;ENT;Nephrology;Oncology;OBG;Dermatology,+91-9758737598,www.gudibandehealth31.com
HSP0109,Chintamani Urology Center 86,Government,CHC,Karnataka,Chikkaballapur,Chintamani,12.11317,77.554558,168,12,30,6,No,3,Urology,Radiology;General Medicine;Ophthalmology;Urology;Pulmonology;Nephrology;Psychiatry;Cardiology,+91-7932631123,www.chintamanihealth20.com
HSP0110,Malur General Medicine Center 82,Trust,CHC,Karnataka,Kolar,Malur,15.203415,75.873141,194,3,9,4,No,3,General Medicine,Pediatrics;Nephrology;General Surgery;Endocrinology;OBG;General Medicine;Oncology;Radiology;ENT;Orthopedics;Dermatology,+91-7423609632,www.malurhealth88.com
HSP0111,Chintamani Ophthalmology Center 43,Government,Taluk Hospital,Karnataka,Chikkaballapur,Chintamani,14.888427,76.022538,114,2,14,7,No,0,Ophthalmology,General Surgery;Pulmonology;Orthopedics;Nephrology;Psychiatry;Ophthalmology;ENT;OBG;Radiology,+91-8838101696,www.chintamanihealth48.com
HSP0112,Srirangapatna General Medicine Center 181,Trust,Taluk Hospital,Karnataka,Mandya,Srirangapatna,14.146954,77.346244,150,3,40,7,No,2,General Medicine,General Medicine;Orthopedics;Psychiatry;Endocrinology;Nephrology;Dermatology;Oncology;OBG;ENT;Urology;Radiology;Pediatrics,+91-9012243034,www.srirangapatnahealth47.com
HSP0113,Maddur ENT Center 44,Trust,Multi-specialty Hospital,Karnataka,Mandya,Maddur,14.325164,77.39002,169,17,18,3,Yes,0,ENT,Radiology;Oncology;General Surgery;Pulmonology;ENT;Psychiatry,+91-8874293555,www.maddurhealth30.com
HSP0114,Harihara OBG Center 103,Private,Taluk Hospital,Karnataka,Davangere,Harihara,12.246676,76.49045,227,9,22,7,No,4,OBG,Gastroenterology;Urology;Pediatrics;Radiology;OBG;General Surgery;Cardiology;Neurology;General Medicine;Orthopedics,+91-8272120678,www.hariharahealth20.com
HSP0115,Maddur Radiology Center 27,Private,Taluk Hospital,Karnataka,Mandya,Maddur,15.454887,78.027033,200,6,17,2,Yes,1,Radiology,Radiology;ENT;Psychiatry;Orthopedics;OBG;Nephrology;Cardiology;Oncology;General Medicine,+91-8276878454,www.maddurhealth25.com
HSP0116,Jagalur Pulmonology Center 195,Government,PHC,Karnataka,Davangere,Jagalur,14.973747,75.253274,64,5,2,4,No,1,Pulmonology,OBG;Dermatology;ENT;Radiology;Neurology;Pulmonology;General Surgery;Oncology;Ophthalmology;Nephrology;Urology;Pediatrics,+91-7277823177,www.jagalurhealth12.com
HSP0117,Chintamani Pulmonology Center 123,Government,Multi-specialty Hospital,Karnataka,Chikkaballapur,Chintamani,15.596506,78.403013,119,3,25,0,Yes,4,Pulmonology,Pediatrics;ENT;Cardiology;Pulmonology;OBG;Gastroenterology,+91-9280021223,www.chintamanihealth19.com
HSP0118,Maddur Oncology Center 269,Government,Private Nursing Home,Karnataka,Mandya,Maddur,12.108795,75.623642,87,17,18,6,Yes,4,Oncology,OBG;Endocrinology;General Surgery;Gastroenterology;Radiology;Oncology,+91-7469196270,www.maddurhealth79.com
HSP0119,Bagepalli Ophthalmology Center 108,Private,CHC,Karnataka,Chikkaballapur,Bagepalli,13.768025,75.517079,22,17,40,8,Yes,3,Ophthalmology,General Surgery;Neurology;Pediatrics;Oncology;General Medicine;Nephrology;Urology;Dermatology;Gastroenterology;Ophthalmology;OBG,+91-9609152051,www.bagepallihealth95.com
HSP0120,Honnali Dermatology Center 240,Trust,PHC,Karnataka,Davangere,Honnali,13.382953,78.419854,252,14,40,8,No,2,Dermatology,Orthopedics;Oncology;Psychiatry;Radiology;General Medicine;Dermatology,+91-8479505048,www.honnalihealth54.com
HSP0121,Kolar Taluk Orthopedics Center 112,Trust,Taluk Hospital,Karnataka,Kolar,Kolar Taluk,13.817409,77.513939,166,8,1,5,Yes,5,Orthopedics,Radiology;General Surgery;Neurology;Gastroenterology;Orthopedics;Pulmonology,+91-9299309580,www.kolartalukhealth40.com
HSP0122,Malur Endocrinology Center 29,Government,Private Nursing Home,Karnataka,Kolar,Malur,13.545812,76.447229,129,10,32,5,No,1,Endocrinology,Dermatology;Radiology;Endocrinology;Oncology;ENT;Nephrology;Neurology;Urology;Psychiatry;Pulmonology,+91-7154087445,www.malurhealth81.com
HSP0123,Jagalur OBG Center 168,Trust,Taluk Hospital,Karnataka,Davangere,Jagalur,14.118198,78.331377,254,3,12,7,No,5,OBG,ENT;Pediatrics;Nephrology;Orthopedics;Ophthalmology;Pulmonology;OBG;Oncology;Cardiology;General Medicine,+91-7129600883,www.jagalurhealth98.com
HSP0124,Mulbagal Psychiatry Center 205,Private,PHC,Karnataka,Kolar,Mulbagal,15.399866,77.214581,199,1,5,4,No,4,Psychiatry,Psychiatry;Nephrology;Oncology;Neurology;Endocrinology;General Surgery;Cardiology;Radiology;Dermatology;Pediatrics;Gastroenterology;OBG,+91-7081624350,www.mulbagalhealth55.com
HSP0125,Mulbagal Nephrology Center 3,Government,Private Nursing Home,Karnataka,Kolar,Mulbagal,15.551612,75.774132,86,18,40,5,Yes,5,Nephrology,Cardiology;Nephrology;Pediatrics;General Medicine;ENT,+91-7726858590,www.mulbagalhealth19.com
HSP0126,Honnali Oncology Center 244,Government,CHC,Karnataka,Davangere,Honnali,12.444637,75.225355,221,16,18,6,Yes,2,Oncology,ENT;Oncology;Endocrinology;Dermatology;Cardiology;Ophthalmology;Nephrology,+91-8403826093,www.honnalihealth21.com
HSP0127,Gowribidanur OBG Center 180,Private,CHC,Karnataka,Chikkaballapur,Gowribidanur,13.951211,77.51106,206,6,24,8,Yes,0,OBG,General Medicine;ENT;Radiology;Orthopedics;Pulmonology;Ophthalmology;Neurology;Gastroenterology;Cardiology;OBG;Endocrinology;Psychiatry,+91-9648647686,www.gowribidanurhealth61.com
HSP0128,Bangarpet Gastroenterology Center 252,Trust,Multi-specialty Hospital,Karnataka,Kolar,Bangarpet,15.475735,77.09966,89,0,11,9,Yes,5,Gastroenterology,Pulmonology;Endocrinology;ENT;Urology;Neurology;Cardiology;OBG;Gastroenterology;Pediatrics;Orthopedics;Nephrology,+91-7697667903,www.bangarpethealth68.com
HSP0129,Srirangapatna General Surgery Center 71,Trust,Private Nursing Home,Karnataka,Mandya,Srirangapatna,12.699737,75.378896,123,18,36,5,Yes,5,General Surgery,Gastroenterology;General Surgery;Psychiatry;Oncology;Urology,+91-7521669306,www.srirangapatnahealth70.com
HSP0130,Bangarpet Radiology Center 293,Private,PHC,Karnataka,Kolar,Bangarpet,13.39305,76.716836,47,11,23,6,Yes,5,Radiology,General Medicine;Urology;Ophthalmology;Radiology;Pulmonology,+91-7424842103,www.bangarpethealth38.com
HSP0131,Jagalur Ophthalmology Center 298,Private,Multi-specialty Hospital,Karnataka,Davangere,Jagalur,13.986854,75.516911,292,15,24,1,Yes,5,Ophthalmology,Neurology;General Medicine;ENT;Pediatrics;Orthopedics;Nephrology;Psychiatry;Gastroenterology;General Surgery;Radiology;Ophthalmology;Endocrinology,+91-7015180479,www.jagalurhealth23.com
HSP0132,Gowribidanur Pediatrics Center 159,Government,CHC,Karnataka,Chikkaballapur,Gowribidanur,13.378945,78.33519,194,11,37,10,Yes,5,Pediatrics,Cardiology;OBG;Nephrology;Radiology;General Medicine;Pediatrics;Dermatology;Pulmonology;Gastroenterology;Urology,+91-7240464205,www.gowribidanurhealth89.com
HSP0133,Gudibande General Surgery Center 136,Trust,Private Nursing Home,Karnataka,Chikkaballapur,Gudibande,14.563121,78.087164,101,13,20,9,Yes,5,General Surgery,Neurology;Ophthalmology;Radiology;Pediatrics;Endocrinology;ENT;Pulmonology;Urology;Orthopedics;Oncology;General Surgery,+91-7027525120,www.gudibandehealth78.com
HSP0134,Bangarpet Nephrology Center 98,Government,Multi-specialty Hospital,Karnataka,Kolar,Bangarpet,12.575899,76.024084,273,14,1,5,No,3,Nephrology,Nephrology;Dermatology;Pediatrics;Radiology;OBG;Pulmonology;Psychiatry;Gastroenterology;Neurology;Cardiology;Oncology;ENT,+91-9146987224,www.bangarpethealth55.com
HSP0135,Malur Urology Center 116,Trust,CHC,Karnataka,Kolar,Malur,14.547979,75.01512,264,3,5,0,Yes,0,Urology,Neurology;Nephrology;Gastroenterology;ENT;General Surgery;Dermatology;Urology,+91-8014610681,www.malurhealth35.com
HSP0136,Chintamani Radiology Center 290,Private,PHC,Karnataka,Chikkaballapur,Chintamani,15.179168,75.119825,198,1,5,1,No,1,Radiology,Ophthalmology;Neurology;Urology;Orthopedics;Cardiology;Pulmonology;Radiology;Gastroenterology,+91-8184675845,www.chintamanihealth37.com
HSP0137,Chintamani Psychiatry Center 130,Private,Private Nursing Home,Karnataka,Chikkaballapur,Chintamani,15.43302,75.918952,188,9,34,2,No,2,Psychiatry,Gastroenterology;Endocrinology;General Medicine;OBG;Psychiatry;Pediatrics;Nephrology,+91-7722682751,www.chintamanihealth59.com
HSP0138,Mulbagal OBG Center 84,Trust,Private Nursing Home,Karnataka,Kolar,Mulbagal,12.810079,77.241655,217,3,9,8,No,1,OBG,General Surgery;OBG;Gastroenterology;Pulmonology;Pediatrics;Neurology,+91-9099472619,www.mulbagalhealth52.com
HSP0139,Bangarpet Endocrinology Center 6,Private,Taluk Hospital,Karnataka,Kolar,Bangarpet,12.847612,77.042823,299,19,34,3,Yes,0,Endocrinology,Oncology;Gastroenterology;Pediatrics;Urology;Nephrology;Cardiology;ENT;Endocrinology;Orthopedics,+91-7102668622,www.bangarpethealth51.com
HSP0140,Harihara Ophthalmology Center 100,Government,PHC,Karnataka,Davangere,Harihara,12.283597,75.484718,166,12,20,8,No,3,Ophthalmology,Gastroenterology;Pediatrics;Radiology;Dermatology;General Medicine;Orthopedics;Ophthalmology;OBG,+91-7048748084,www.hariharahealth57.com
HSP0141,Malur Gastroenterology Center 284,Trust,PHC,Karnataka,Kolar,Malur,12.454864,77.864029,244,1,37,4,No,2,Gastroenterology,Radiology;ENT;Ophthalmology;Psychiatry;Gastroenterology;Neurology,+91-7492919299,www.malurhealth94.com
HSP0142,Malavalli Radiology Center 80,Private,PHC,Karnataka,Mandya,Malavalli,13.902043,76.269226,256,4,0,8,Yes,1,Radiology,Dermatology;Ophthalmology;General Surgery;Radiology;OBG;Orthopedics;ENT;Gastroenterology;Cardiology;Pulmonology;Urology,+91-9045804583,www.malavallihealth64.com
HSP0143,Harihara Dermatology Center 82,Government,PHC,Karnataka,Davangere,Harihara,12.917471,78.360472,132,16,31,7,No,1,Dermatology,Neurology;Pediatrics;Pulmonology;Nephrology;ENT;Dermatology;General Medicine;Oncology,+91-8578071364,www.hariharahealth12.com
HSP0144,Harihara Dermatology Center 64,Government,PHC,Karnataka,Davangere,Harihara,15.551416,78.070554,195,20,39,10,No,4,Dermatology,Gastroenterology;Nephrology;Radiology;Urology;Dermatology;ENT;Psychiatry,+91-8022996145,www.hariharahealth3.com
HSP0145,Chintamani Cardiology Center 238,Government,Taluk Hospital,Karnataka,Chikkaballapur,Chintamani,12.202618,75.986001,174,9,39,1,Yes,2,Cardiology,Orthopedics;Cardiology;OBG;Radiology;ENT;Nephrology,+91-8256473270,www.chintamanihealth2.com
HSP0146,Chintamani Nephrology Center 220,Government,Private Nursing Home,Karnataka,Chikkaballapur,Chintamani,12.255817,77.07069,235,2,6,9,Yes,5,Nephrology,General Medicine;Oncology;OBG;Ophthalmology;Radiology;Orthopedics;Urology;Nephrology;Gastroenterology;Dermatology;General Surgery;Psychiatry,+91-9704823027,www.chintamanihealth61.com
HSP0147,Chintamani Dermatology Center 125,Private,PHC,Karnataka,Chikkaballapur,Chintamani,12.521485,77.469962,170,12,5,8,No,4,Dermatology,Radiology;OBG;ENT;Nephrology;Cardiology;Dermatology;Psychiatry,+91-7061063264,www.chintamanihealth72.com
HSP0148,Harihara Pediatrics Center 254,Trust,Private Nursing Home,Karnataka,Davangere,Harihara,14.778775,75.725229,107,17,16,0,Yes,1,Pediatrics,Nephrology;Endocrinology;ENT;Neurology;Oncology;Pulmonology;Gastroenterology;Pediatrics,+91-8649638075,www.hariharahealth48.com
HSP0149,Malur Orthopedics Center 22,Trust,Private Nursing Home,Karnataka,Kolar,Malur,15.156411,77.981358,282,0,9,1,Yes,0,Orthopedics,General Surgery;Endocrinology;Orthopedics;Radiology;Cardiology;ENT;Gastroenterology;Ophthalmology,+91-9885834424,www.malurhealth88.com
HSP0150,Belur Ophthalmology Center 110,Trust,CHC,Karnataka,Hassan,Belur,15.364059,75.868444,140,19,23,3,Yes,1,Ophthalmology,Urology;General Surgery;Gastroenterology;Endocrinology;Ophthalmology;Pulmonology,+91-9740843735,www.belurhealth51.com
HSP0151,Kolar Taluk Oncology Center 257,Private,PHC,Karnataka,Kolar,Kolar Taluk,14.334972,77.749091,202,8,34,10,No,4,Oncology,Neurology;Cardiology;Pulmonology;Endocrinology;Urology;Oncology;General Medicine,+91-9334526468,www.kolartalukhealth66.com
HSP0152,Mulbagal Ophthalmology Center 244,Private,PHC,Karnataka,Kolar,Mulbagal,14.027881,78.248799,221,11,6,9,No,3,Ophthalmology,Cardiology;Nephrology;Pediatrics;Ophthalmology;Oncology,+91-8151617834,www.mulbagalhealth50.com
HSP0153,Belur Endocrinology Center 209,Private,CHC,Karnataka,Hassan,Belur,13.836932,76.179935,66,1,19,8,Yes,3,Endocrinology,Urology;Oncology;Endocrinology;Radiology;Dermatology;General Surgery;Pulmonology;Orthopedics;Cardiology;Neurology,+91-9111341385,www.belurhealth16.com
HSP0154,Malavalli General Surgery Center 4,Trust,Taluk Hospital,Karnataka,Mandya,Malavalli,12.141295,75.195162,165,9,2,5,Yes,4,General Surgery,Neurology;ENT;Nephrology;Endocrinology;Oncology;General Surgery;OBG;Ophthalmology;Radiology;Pulmonology;Urology,+91-9161999657,www.malavallihealth16.com
HSP0155,Arsikere Dermatology Center 102,Private,Private Nursing Home,Karnataka,Hassan,Arsikere,14.529047,75.818872,169,12,40,10,Yes,2,Dermatology,Cardiology;Ophthalmology;Neurology;Orthopedics;General Medicine;Dermatology;Pediatrics;Gastroenterology;OBG;Pulmonology;Urology,+91-8265112562,www.arsikerehealth17.com
HSP0156,Bangarpet Orthopedics Center 224,Government,Taluk Hospital,Karnataka,Kolar,Bangarpet,14.839756,76.126857,113,20,19,10,No,4,Orthopedics,General Surgery;Neurology;Dermatology;Nephrology;Orthopedics;Oncology;Radiology;Endocrinology;Psychiatry;OBG;General Medicine;Pulmonology,+91-8299675847,www.bangarpethealth10.com
HSP0157,Malavalli OBG Center 75,Government,Taluk Hospital,Karnataka,Mandya,Malavalli,12.684309,75.736002,267,13,30,6,Yes,0,OBG,Cardiology;Endocrinology;Pulmonology;Urology;ENT;Neurology;OBG;General Surgery;Dermatology,+91-7583718199,www.malavallihealth95.com
HSP0158,Honnali Radiology Center 190,Private,Multi-specialty Hospital,Karnataka,Davangere,Honnali,14.534655,77.510541,60,14,3,8,No,1,Radiology,General Medicine;Orthopedics;Oncology;Nephrology;Radiology;Neurology;General Surgery;Ophthalmology,+91-7159429426,www.honnalihealth89.com
HSP0159,Kolar Taluk OBG Center 200,Private,CHC,Karnataka,Kolar,Kolar Taluk,12.330262,75.418397,148,5,8,0,Yes,1,OBG,General Surgery;ENT;Dermatology;OBG;Oncology;Cardiology;Urology;Radiology,+91-8921870463,www.kolartalukhealth72.com
HSP0160,Malur Dermatology Center 10,Trust,Taluk Hospital,Karnataka,Kolar,Malur,12.887116,77.311799,258,8,32,2,Yes,3,Dermatology,Nephrology;Cardiology;OBG;Psychiatry;General Medicine;Neurology;Oncology;Dermatology,+91-7034308370,www.malurhealth57.com
HSP0161,Bagepalli Radiology Center 58,Government,Private Nursing Home,Karnataka,Chikkaballapur,Bagepalli,13.217161,77.551847,135,18,28,2,Yes,0,Radiology,Ophthalmology;Orthopedics;Radiology;OBG;Pediatrics;General Medicine;Psychiatry;Gastroenterology;General Surgery,+91-8415131586,www.bagepallihealth60.com
HSP0162,Bagepalli Orthopedics Center 23,Trust,Multi-specialty Hospital,Karnataka,Chikkaballapur,Bagepalli,13.809797,76.539124,263,13,33,5,No,1,Orthopedics,Ophthalmology;Pediatrics;Psychiatry;Neurology;Orthopedics;General Surgery;Radiology,+91-8318196738,www.bagepallihealth19.com
HSP0163,Maddur OBG Center 127,Private,CHC,Karnataka,Mandya,Maddur,13.527792,77.693931,49,1,13,10,Yes,5,OBG,OBG;Cardiology;Oncology;Pulmonology;Neurology;Nephrology;Psychiatry,+91-7504381887,www.maddurhealth78.com
HSP0164,Srirangapatna Urology Center 253,Trust,Taluk Hospital,Karnataka,Mandya,Srirangapatna,12.925322,77.093778,226,0,9,1,Yes,2,Urology,Oncology;Radiology;Neurology;Urology;Dermatology,+91-8241765759,www.srirangapatnahealth97.com
HSP0165,Belur Neurology Center 211,Private,CHC,Karnataka,Hassan,Belur,15.592885,77.884007,39,10,29,10,Yes,5,Neurology,Oncology;Dermatology;Endocrinology;Pulmonology;Gastroenterology;Nephrology;Neurology;General Surgery,+91-9216590875,www.belurhealth40.com
HSP0166,Gudibande Gastroenterology Center 185,Government,PHC,Karnataka,Chikkaballapur,Gudibande,14.26454,75.086419,36,20,33,3,Yes,1,Gastroenterology,Nephrology;Pediatrics;General Surgery;OBG;Dermatology;Oncology;Gastroenterology;Radiology;Neurology,+91-7903932158,www.gudibandehealth14.com
HSP0167,Nyamathi Pulmonology Center 152,Trust,PHC,Karnataka,Davangere,Nyamathi,12.958365,75.223377,63,17,2,9,No,0,Pulmonology,OBG;Pediatrics;Dermatology;ENT;Orthopedics;Radiology;Pulmonology,+91-8201325661,www.nyamathihealth14.com
HSP0168,Mulbagal Ophthalmology Center 42,Trust,Taluk Hospital,Karnataka,Kolar,Mulbagal,15.434162,76.121555,119,1,5,10,No,0,Ophthalmology,Cardiology;ENT;Orthopedics;Nephrology;Psychiatry;Ophthalmology;General Medicine;Oncology;Pulmonology;General Surgery;Pediatrics;OBG,+91-9420806143,www.mulbagalhealth87.com
HSP0169,Mulbagal ENT Center 123,Government,Taluk Hospital,Karnataka,Kolar,Mulbagal,15.0388,75.390853,94,12,12,8,No,3,ENT,Ophthalmology;Orthopedics;ENT;Psychiatry;Pediatrics;Oncology,+91-9837230427,www.mulbagalhealth41.com
HSP0170,Bangarpet Urology Center 107,Trust,Multi-specialty Hospital,Karnataka,Kolar,Bangarpet,13.420829,76.869039,85,2,25,3,Yes,2,Urology,Pulmonology;General Surgery;OBG;Pediatrics;Psychiatry;Urology,+91-7838329280,www.bangarpethealth81.com
HSP0171,Harihara Psychiatry Center 151,Government,Taluk Hospital,Karnataka,Davangere,Harihara,12.288734,76.486074,239,20,28,4,No,2,Psychiatry,Nephrology;Pulmonology;Ophthalmology;Gastroenterology;Neurology;Pediatrics;Cardiology;OBG;Psychiatry;Orthopedics,+91-9946584460,www.hariharahealth84.com
HSP0172,Nyamathi General Surgery Center 183,Private,Private Nursing Home,Karnataka,Davangere,Nyamathi,12.161683,76.351664,130,8,7,5,Yes,0,General Surgery,General Medicine;Oncology;General Surgery;OBG;Psychiatry;Neurology;ENT;Nephrology;Dermatology;Endocrinology;Orthopedics,+91-9774191549,www.nyamathihealth78.com
HSP0173,Maddur Neurology Center 284,Government,PHC,Karnataka,Mandya,Maddur,13.240995,76.09926,269,12,27,6,Yes,3,Neurology,Urology;Cardiology;ENT;OBG;General Surgery;Neurology;Ophthalmology;General Medicine;Endocrinology,+91-9062917180,www.maddurhealth35.com
HSP0174,Mulbagal Nephrology Center 231,Trust,Taluk Hospital,Karnataka,Kolar,Mulbagal,15.535655,77.476438,194,10,15,6,No,1,Nephrology,General Surgery;Nephrology;Cardiology;OBG;Gastroenterology;Endocrinology,+91-7810251565,www.mulbagalhealth2.com
HSP0175,Malavalli General Surgery Center 17,Trust,Private Nursing Home,Karnataka,Mandya,Malavalli,14.276846,75.606583,120,15,33,3,No,0,General Surgery,ENT;Pediatrics;Neurology;Psychiatry;Cardiology;Urology;Pulmonology;Gastroenterology;General Surgery;General Medicine;Dermatology;Radiology,+91-7724157482,www.malavallihealth28.com
HSP0176,Chintamani Gastroenterology Center 187,Government,CHC,Karnataka,Chikkaballapur,Chintamani,13.718276,76.975667,151,14,5,6,Yes,4,Gastroenterology,Gastroenterology;General Surgery;Psychiatry;Urology;General Medicine;Nephrology,+91-7312813436,www.chintamanihealth27.com
HSP0177,Holenarasipura Ophthalmology Center 235,Private,Private Nursing Home,Karnataka,Hassan,Holenarasipura,14.396176,77.379267,213,2,18,1,No,4,Ophthalmology,Psychiatry;Pulmonology;Nephrology;Cardiology;OBG;Ophthalmology;ENT;General Surgery;Urology;Radiology;Oncology,+91-7391231459,www.holenarasipurahealth48.com
HSP0178,Malur Ophthalmology Center 49,Government,Private Nursing Home,Karnataka,Kolar,Malur,15.200125,77.202633,132,19,2,0,No,0,Ophthalmology,Radiology;General Medicine;Urology;Oncology;OBG;Orthopedics;Ophthalmology;Psychiatry;Neurology;Nephrology;Pulmonology;Cardiology,+91-9927541347,www.malurhealth59.com
HSP0179,Chintamani Neurology Center 211,Private,Private Nursing Home,Karnataka,Chikkaballapur,Chintamani,13.263006,76.763285,168,14,11,4,No,1,Neurology,Nephrology;Neurology;Radiology;Urology;Dermatology;OBG,+91-9494228689,www.chintamanihealth19.com
HSP0180,Arsikere Cardiology Center 209,Trust,Private Nursing Home,Karnataka,Hassan,Arsikere,15.344237,75.935095,109,17,12,5,No,4,Cardiology,Neurology;General Medicine;OBG;Nephrology;Psychiatry;ENT;Dermatology;Urology;Cardiology;Pediatrics,+91-8978518741,www.arsikerehealth84.com
HSP0181,Harihara OBG Center 82,Trust,Private Nursing Home,Karnataka,Davangere,Harihara,12.87736,77.252711,114,1,17,0,No,3,OBG,Ophthalmology;General Surgery;Dermatology;Neurology;Urology;OBG,+91-9408796041,www.hariharahealth38.com
HSP0182,Bagepalli Gastroenterology Center 217,Trust,Private Nursing Home,Karnataka,Chikkaballapur,Bagepalli,15.541077,77.821961,95,8,31,7,Yes,0,Gastroenterology,Pediatrics;ENT;Neurology;Pulmonology;Gastroenterology;Urology;Radiology,+91-7394145140,www.bagepallihealth17.com
HSP0183,Gudibande Endocrinology Center 292,Government,Private Nursing Home,Karnataka,Chikkaballapur,Gudibande,14.210959,76.538347,137,1,32,8,Yes,2,Endocrinology,Orthopedics;Dermatology;Endocrinology;Pulmonology;Ophthalmology;Cardiology,+91-7417295683,www.gudibandehealth73.com
